date,adj
2018-11-02,517.0674438476562
2018-11-05,503.9350280761719
2018-11-06,498.6916809082031
2018-11-07,509.6112060546875
2018-11-09,506.8692932128906
2018-11-12,492.9192199707031
2018-11-13,492.05340576171875
2018-11-14,492.14959716796875
2018-11-15,493.25592041015625
2018-11-16,494.16998291015625
2018-11-19,493.73699951171875
2018-11-20,501.0487060546875
2018-11-21,509.37066650390625
2018-11-22,511.43914794921875
2018-11-26,504.4159851074219
2018-11-27,513.98876953125
2018-11-28,500.8563537597656
2018-11-29,514.5177612304688
2018-11-30,517.16357421875
2018-12-03,512.7860717773438
2018-12-04,507.9757080078125
2018-12-05,500.8082275390625
2018-12-06,499.7980651855469
2018-12-07,502.6362609863281
2018-12-10,501.14501953125
2018-12-11,501.0006408691406
2018-12-12,508.4566955566406
2018-12-13,503.7425537109375
2018-12-14,500.37530517578125
2018-12-17,483.875732421875
2018-12-18,481.95159912109375
2018-12-19,489.744384765625
2018-12-20,495.4687194824219
2018-12-21,499.4131774902344
2018-12-24,495.5649108886719
2018-12-26,494.79534912109375
2018-12-27,490.3697509765625
2018-12-28,493.88128662109375
2018-12-31,497.5372619628906
2019-01-01,497.15234375
2019-01-02,495.516845703125
2019-01-03,491.331787109375
2019-01-04,493.88128662109375
2019-01-07,484.5010681152344
2019-01-08,488.73419189453125
2019-01-09,485.60748291015625
2019-01-10,488.58990478515625
2019-01-11,487.33917236328125
2019-01-14,491.6685485839844
2019-01-15,495.2763366699219
2019-01-16,496.2383728027344
2019-01-17,481.7591552734375
2019-01-18,484.6934814453125
2019-01-21,497.48907470703125
2019-01-22,483.2023010253906
2019-01-23,484.5972595214844
2019-01-24,493.73699951171875
2019-01-25,481.37432861328125
2019-01-28,477.4779052734375
2019-01-29,479.1615295410156
2019-01-30,480.0274658203125
2019-01-31,464.6342468261719
2019-02-01,468.9635314941406
2019-02-04,451.9348449707031
2019-02-05,436.30108642578125
2019-02-06,428.17156982421875
2019-02-07,416.5304870605469
2019-02-08,423.31304931640625
2019-02-11,416.1937255859375
2019-02-12,421.8218994140625
2019-02-14,419.7052917480469
2019-02-15,420.76361083984375
2019-02-18,422.4472351074219
2019-02-19,414.7506408691406
2019-02-20,418.59893798828125
2019-02-21,419.0318908691406
2019-02-22,420.2344055175781
2019-02-25,420.2344055175781
2019-02-26,418.6951599121094
2019-02-27,419.17620849609375
2019-02-28,420.3787841796875
2019-03-01,434.617431640625
2019-03-05,453.1374206542969
2019-03-06,458.7174377441406
2019-03-07,471.4649353027344
2019-03-08,476.90069580078125
2019-03-11,480.3641662597656
2019-03-12,479.3539733886719
2019-03-13,479.97930908203125
2019-03-14,476.4197082519531
2019-03-15,483.5389709472656
2019-03-18,486.8100891113281
2019-03-19,478.8729553222656
2019-03-20,479.3539733886719
2019-03-22,475.6499328613281
2019-03-25,472.7156982421875
2019-03-26,475.6018981933594
2019-03-27,488.58990478515625
2019-03-28,491.7166748046875
2019-04-01,495.8535461425781
2019-04-02,499.5094299316406
2019-04-03,493.7850646972656
2019-04-04,497.9220275878906
2019-04-05,501.33740234375
2019-04-08,494.07373046875
2019-04-09,497.63336181640625
2019-04-10,501.577880859375
2019-04-11,499.6056213378906
2019-04-12,519.087646484375
2019-04-15,539.7722778320312
2019-04-16,531.3541259765625
2019-04-18,520.0496826171875
2019-04-22,509.37066650390625
2019-04-23,521.4928588867188
2019-04-24,517.692626953125
2019-04-25,511.7278747558594
2019-04-26,517.5003051757812
2019-04-30,521.0118408203125
2019-05-02,509.22637939453125
2019-05-03,497.44097900390625
2019-05-06,492.534423828125
2019-05-07,482.1921081542969
2019-05-08,463.5759582519531
2019-05-09,461.9403991699219
2019-05-10,462.4696044921875
2019-05-13,454.19573974609375
2019-05-14,434.9061279296875
2019-05-15,436.10870361328125
2019-05-16,435.9162902832031
2019-05-17,426.3435974121094
2019-05-20,433.078125
2019-05-21,453.0893249511719
2019-05-22,472.427001953125
2019-05-23,466.99127197265625
2019-05-24,486.23284912109375
2019-05-27,500.32720947265625
2019-05-28,495.6130676269531
2019-05-29,484.4049072265625
2019-05-30,484.2605895996094
2019-05-31,493.0155029296875
2019-06-03,493.25592041015625
2019-06-04,478.3437805175781
2019-06-06,479.69073486328125
2019-06-07,472.4751281738281
2019-06-10,469.9737243652344
2019-06-11,469.49273681640625
2019-06-12,478.2475891113281
2019-06-13,486.32904052734375
2019-06-14,477.4779052734375
2019-06-17,473.5334777832031
2019-06-18,471.75360107421875
2019-06-19,470.8396301269531
2019-06-20,469.3964538574219
2019-06-21,470.4067077636719
2019-06-24,462.4214172363281
2019-06-25,465.21142578125
2019-06-26,464.00885009765625
2019-06-27,462.084716796875
2019-06-28,464.8266296386719
2019-07-01,474.83221435546875
2019-07-02,470.0218200683594
2019-07-03,467.4723205566406
2019-07-04,467.0874938964844
2019-07-05,454.19573974609375
2019-07-08,452.89691162109375
2019-07-09,441.8330383300781
2019-07-10,446.5953369140625
2019-07-11,450.05877685546875
2019-07-12,441.6887512207031
2019-07-15,439.62030029296875
2019-07-16,436.3973388671875
2019-07-17,435.5795593261719
2019-07-18,432.16424560546875
2019-07-19,425.14105224609375
2019-07-22,421.67755126953125
2019-07-23,421.04278564453125
2019-07-24,404.9639587402344
2019-07-25,402.4049072265625
2019-07-26,400.66668701171875
2019-07-29,394.5344543457031
2019-07-30,393.32733154296875
2019-07-31,388.4988708496094
2019-08-01,380.9664611816406
2019-08-02,382.65643310546875
2019-08-05,350.1608581542969
2019-08-06,354.02362060546875
2019-08-07,355.0859069824219
2019-08-08,349.9676818847656
2019-08-09,353.3958740234375
2019-08-13,349.9676818847656
2019-08-14,356.8241271972656
2019-08-16,354.6995544433594
2019-08-19,347.7466125488281
2019-08-20,346.5877380371094
2019-08-21,338.7655944824219
2019-08-22,334.1785583496094
2019-08-23,333.0679931640625
2019-08-26,336.6893615722656
2019-08-27,334.3717041015625
2019-08-28,326.4530029296875
2019-08-29,328.09466552734375
2019-08-30,318.1963195800781
2019-09-03,319.25860595703125
2019-09-04,320.0794372558594
2019-09-05,323.4593811035156
2019-09-06,328.287841796875
2019-09-09,329.20526123046875
2019-09-11,331.66778564453125
2019-09-12,336.3031005859375
2019-09-13,339.68304443359375
2019-09-16,334.5165710449219
2019-09-17,330.8469543457031
2019-09-18,329.4466247558594
2019-09-19,323.6042175292969
2019-09-20,329.3017578125
2019-09-23,362.956298828125
2019-09-24,373.7720031738281
2019-09-25,360.5420837402344
2019-09-26,359.6246337890625
2019-09-27,357.83807373046875
2019-09-30,346.6842956542969
2019-10-01,344.9460754394531
2019-10-03,340.214111328125
2019-10-04,341.4695739746094
2019-10-07,344.7529602050781
2019-10-09,347.6017150878906
2019-10-10,350.78851318359375
2019-10-11,352.86474609375
2019-10-14,351.850830078125
2019-10-15,352.04388427734375
2019-10-16,350.1125183105469
2019-10-17,341.6627197265625
2019-10-18,357.98297119140625
2019-10-22,356.8241271972656
2019-10-23,349.1468200683594
2019-10-24,346.63604736328125
2019-10-25,339.10357666015625
2019-10-27,346.92572021484375
2019-10-29,359.093505859375
2019-10-30,368.8470153808594
2019-10-31,371.7441101074219
2019-11-01,365.2738952636719
2019-11-04,362.66656494140625
2019-11-05,359.9143371582031
2019-11-06,362.907958984375
2019-11-07,385.6017761230469
2019-11-08,376.4277038574219
2019-11-11,383.3323974609375
2019-11-13,377.9727783203125
2019-11-14,384.1049499511719
2019-11-15,383.3807067871094
2019-11-18,380.7733154296875
2019-11-19,379.6144714355469
2019-11-20,381.0147399902344
2019-11-21,381.15960693359375
2019-11-22,380.5801696777344
2019-11-25,383.3807067871094
2019-11-26,383.3807067871094
2019-11-27,376.7657165527344
2019-11-28,376.3794250488281
2019-11-29,373.2891845703125
2019-12-02,366.3844909667969
2019-12-03,382.1736145019531
2019-12-04,385.5052490234375
2019-12-05,385.74664306640625
2019-12-06,387.7263488769531
2019-12-09,374.7377014160156
2019-12-10,364.1150817871094
2019-12-11,366.72247314453125
2019-12-12,361.5077209472656
2019-12-13,361.5077209472656
2019-12-16,358.4657897949219
2019-12-17,358.17608642578125
2019-12-18,360.9283447265625
2019-12-19,357.5483703613281
2019-12-20,367.0604553222656
2019-12-23,372.2752685546875
2019-12-24,375.751708984375
2019-12-26,373.67547607421875
2019-12-27,384.2015380859375
2019-12-30,385.8915100097656
2019-12-31,388.40234375
2020-01-01,387.1469421386719
2020-01-02,404.432861328125
2020-01-03,411.8204345703125
2020-01-06,391.7822570800781
2020-01-07,396.56243896484375
2020-01-08,388.78857421875
2020-01-09,394.72760009765625
2020-01-10,418.04913330078125
2020-01-13,433.4036560058594
2020-01-14,411.1444396972656
2020-01-15,419.0631408691406
2020-01-16,424.37445068359375
2020-01-17,416.3108825683594
2020-01-20,411.96527099609375
2020-01-21,413.0758056640625
2020-01-22,401.6323547363281
2020-01-23,404.8674011230469
2020-01-24,404.9156494140625
2020-01-27,397.4798278808594
2020-01-28,404.48114013671875
2020-01-29,405.39849853515625
2020-01-30,402.54974365234375
2020-01-31,409.0681457519531
2020-02-03,390.2854309082031
2020-02-04,402.6946105957031
2020-02-05,385.7949523925781
2020-02-06,401.05291748046875
2020-02-07,400.6183166503906
2020-02-10,389.7059631347656
2020-02-11,381.1112976074219
2020-02-12,386.6640625
2020-02-13,380.29046630859375
2020-02-14,384.0566711425781
2020-02-17,392.0236511230469
2020-02-18,387.6780700683594
2020-02-19,382.7047119140625
2020-02-20,403.8051452636719
2020-02-24,392.89276123046875
2020-02-25,394.148193359375
2020-02-26,383.7669982910156
2020-02-27,371.7441101074219
2020-02-28,357.5000915527344
2020-03-02,361.07318115234375
2020-03-03,361.84576416015625
2020-03-04,342.4352722167969
2020-03-05,338.5724792480469
2020-03-06,326.0184631347656
2020-03-09,319.9345397949219
2020-03-11,303.4694519042969
2020-03-12,282.7070617675781
2020-03-13,282.1759338378906
2020-03-16,268.02850341796875
2020-03-17,268.9459228515625
2020-03-18,249.43885803222656
2020-03-19,247.55577087402344
2020-03-20,232.73236083984375
2020-03-23,206.36892700195312
2020-03-24,211.77679443359375
2020-03-25,198.01565551757812
2020-03-26,204.38922119140625
2020-03-27,210.61795043945312
2020-03-30,199.07789611816406
2020-03-31,218.87464904785156
2020-04-01,219.3574981689453
2020-04-03,210.95596313476562
2020-04-07,222.30287170410156
2020-04-08,244.46554565429688
2020-04-09,261.3652038574219
2020-04-13,244.8035430908203
2020-04-15,268.6562194824219
2020-04-16,273.0984191894531
2020-04-17,289.5151672363281
2020-04-20,303.1798095703125
2020-04-21,288.0666809082031
2020-04-22,274.2572021484375
2020-04-23,260.8823547363281
2020-04-24,253.1085205078125
2020-04-27,260.5926513671875
2020-04-28,259.24066162109375
2020-04-29,253.44651794433594
2020-04-30,251.85313415527344
2020-05-04,251.2253875732422
2020-05-05,242.29273986816406
2020-05-06,236.30543518066406
2020-05-07,239.05764770507812
2020-05-08,233.74635314941406
2020-05-11,243.69300842285156
2020-05-12,247.21778869628906
2020-05-13,256.63330078125
2020-05-14,253.4947509765625
2020-05-15,252.4325714111328
2020-05-18,242.09959411621094
2020-05-19,243.8378448486328
2020-05-20,245.62440490722656
2020-05-21,249.72857666015625
2020-05-22,254.2190399169922
2020-05-26,251.17713928222656
2020-05-27,245.43124389648438
2020-05-28,246.0589599609375
2020-05-29,247.0729522705078
2020-06-01,250.45289611816406
2020-06-02,259.7235412597656
2020-06-03,272.6638488769531
2020-06-04,286.2801513671875
2020-06-05,283.04510498046875
2020-06-08,311.3399353027344
2020-06-09,293.7642517089844
2020-06-10,297.6270446777344
2020-06-11,283.3830261230469
2020-06-12,278.21661376953125
2020-06-15,270.05645751953125
2020-06-16,272.85699462890625
2020-06-17,273.1466979980469
2020-06-18,274.16070556640625
2020-06-19,273.5329284667969
2020-06-22,273.9675598144531
2020-06-23,275.2228698730469
2020-06-24,274.4986877441406
2020-06-25,274.0641174316406
2020-06-26,274.1123962402344
2020-06-29,267.6905212402344
2020-06-30,265.2762756347656
2020-07-01,268.51129150390625
2020-07-02,270.104736328125
2020-07-03,270.7324523925781
2020-07-06,273.1949462890625
2020-07-07,293.3779602050781
2020-07-08,307.4288330078125
2020-07-09,309.263671875
2020-07-10,318.7757873535156
2020-07-13,320.1759338378906
2020-07-14,300.7172546386719
2020-07-15,297.2407531738281
2020-07-16,303.0348815917969
2020-07-17,305.83544921875
2020-07-20,310.0361633300781
2020-07-21,308.34625244140625
2020-07-22,302.1658020019531
2020-07-23,305.9183654785156
2020-07-24,300.6322326660156
2020-07-27,283.3673400878906
2020-07-28,283.56134033203125
2020-07-29,280.2150573730469
2020-07-30,267.6543273925781
2020-07-31,288.84747314453125
2020-08-03,290.9812927246094
2020-08-04,290.8843688964844
2020-08-05,286.47113037109375
2020-08-06,285.4526672363281
2020-08-07,284.7252197265625
2020-08-10,285.7922058105469
2020-08-11,284.143310546875
2020-08-12,285.6466979980469
2020-08-13,289.13848876953125
2020-08-14,284.7252197265625
2020-08-17,285.6951599121094
2020-08-18,290.7388610839844
2020-08-19,305.23944091796875
2020-08-20,337.683837890625
2020-08-21,362.5142822265625
2020-08-24,344.2794494628906
2020-08-25,351.60247802734375
2020-08-26,354.3182678222656
2020-08-27,354.269775390625
2020-08-28,375.074951171875
2020-08-31,348.6441650390625
2020-09-01,350.14752197265625
2020-09-02,346.2193298339844
2020-09-03,341.3695983886719
2020-09-04,341.32110595703125
2020-09-07,332.15521240234375
2020-09-08,326.3356018066406
2020-09-09,309.1191711425781
2020-09-10,308.731201171875
2020-09-11,315.2782897949219
2020-09-14,324.1047058105469
2020-09-15,333.6101379394531
2020-09-16,337.3443298339844
2020-09-17,327.2570495605469
2020-09-18,333.2221374511719
2020-09-21,317.4606018066406
2020-09-22,317.4606018066406
2020-09-23,310.18609619140625
2020-09-24,304.9484558105469
2020-09-25,307.4217529296875
2020-09-28,331.2821960449219
2020-09-29,338.5082702636719
2020-09-30,333.2221374511719
2020-10-01,340.01165771484375
2020-10-05,341.9515686035156
2020-10-06,351.6994934082031
2020-10-07,338.8962707519531
2020-10-08,325.46258544921875
2020-10-09,324.6382141113281
2020-10-12,319.88543701171875
2020-10-13,324.5411682128906
2020-10-14,328.46942138671875
2020-10-15,328.32391357421875
2020-10-16,322.1648254394531
2020-10-19,318.7700500488281
2020-10-20,316.1512451171875
2020-10-21,328.32391357421875
2020-10-22,325.2686767578125
2020-10-23,346.3162536621094
2020-10-26,348.3047180175781
2020-10-27,344.2794494628906
2020-10-28,342.9215087890625
2020-10-29,342.48504638671875
2020-10-30,345.15240478515625
2020-11-02,353.49383544921875
2020-11-03,352.6694030761719
2020-11-04,360.1864318847656
2020-11-05,361.7868347167969
2020-11-06,367.0729675292969
2020-11-09,374.1534729003906
2020-11-10,370.22528076171875
2020-11-11,369.5462951660156
2020-11-12,373.13507080078125
2020-11-13,377.8877868652344
2020-11-14,385.69580078125
2020-11-17,385.5502624511719
2020-11-18,384.8228454589844
2020-11-19,375.99639892578125
2020-11-20,374.63848876953125
2020-11-23,386.1807556152344
2020-11-24,377.790771484375
2020-11-25,371.1951904296875
2020-11-26,368.72186279296875
2020-11-27,383.07696533203125
2020-12-01,385.5018005371094
2020-12-02,383.17388916015625
2020-12-03,382.5434875488281
2020-12-04,386.2777099609375
2020-12-07,390.9819030761719
2020-12-08,384.0953369140625
2020-12-09,382.8344421386719
2020-12-10,378.5182189941406
2020-12-11,393.8917541503906
2020-12-14,395.3951416015625
2020-12-15,398.0624694824219
2020-12-16,398.5959777832031
2020-12-17,399.662841796875
2020-12-18,402.08770751953125
2020-12-21,385.938232421875
2020-12-22,389.3815612792969
2020-12-23,392.873291015625
2020-12-24,399.4203796386719
2020-12-28,404.3185729980469
2020-12-29,405.4339904785156
2020-12-30,409.8471984863281
2020-12-31,401.311767578125
2021-01-01,407.56787109375
2021-01-04,410.7201843261719
2021-01-05,410.4292297363281
2021-01-06,409.459228515625
2021-01-07,419.7406005859375
2021-01-08,428.51849365234375
2021-01-11,432.8832702636719
2021-01-12,440.5457763671875
2021-01-13,439.47882080078125
2021-01-14,427.93658447265625
2021-01-15,412.9510498046875
2021-01-18,401.4572448730469
2021-01-19,419.83758544921875
2021-01-20,478.664306640625
2021-01-21,468.2859802246094
2021-01-22,477.1609191894531
2021-01-25,478.42181396484375
2021-01-27,487.15130615234375
2021-01-28,468.18902587890625
2021-01-29,457.3741455078125
2021-02-01,443.01910400390625
2021-02-02,439.8183288574219
2021-02-03,451.3605651855469
2021-02-04,469.7408752441406
2021-02-05,485.55084228515625
2021-02-08,493.3588562011719
2021-02-09,474.736083984375
2021-02-10,480.3616943359375
2021-02-11,480.1192321777344
2021-02-12,472.65069580078125
2021-02-15,481.9136047363281
2021-02-16,485.7933654785156
2021-02-17,481.0406799316406
2021-02-18,477.5973205566406
2021-02-19,472.8447265625
2021-02-22,457.90765380859375
2021-02-23,463.5332336425781
2021-02-24,459.4110107421875
2021-02-25,466.1036376953125
2021-02-26,467.3160095214844
2021-03-01,468.47998046875
2021-03-02,463.67877197265625
2021-03-03,465.8126220703125
2021-03-04,493.0193786621094
2021-03-05,508.3443298339844
2021-03-08,519.1107177734375
2021-03-09,522.2630004882812
2021-03-10,535.3086547851562
2021-03-12,549.1788330078125
2021-03-15,567.2681274414062
2021-03-16,586.6668701171875
2021-03-17,554.028564453125
2021-03-18,515.4735107421875
2021-03-19,503.7371520996094
2021-03-22,510.9632263183594
2021-03-23,527.3551635742188
2021-03-24,533.5142822265625
2021-03-25,527.1127319335938
2021-03-26,533.029296875
2021-03-30,547.2874145507812
2021-03-31,562.3214721679688
2021-04-01,557.4716796875
2021-04-05,533.3688354492188
2021-04-06,525.7062377929688
2021-04-07,521.923583984375
2021-04-08,519.5957641601562
2021-04-09,522.6024780273438
2021-04-12,504.125244140625
2021-04-13,510.04180908203125
2021-04-15,517.7528076171875
2021-04-16,522.4569702148438
2021-04-19,513.2911376953125
2021-04-20,504.5131530761719
2021-04-22,511.0602111816406
2021-04-23,505.38604736328125
2021-04-26,501.45782470703125
2021-04-27,533.1748657226562
2021-04-28,535.2601318359375
2021-04-29,533.853759765625
2021-04-30,518.0437622070312
2021-05-03,502.6217956542969
2021-05-04,487.102783203125
2021-05-05,500.2454528808594
2021-05-06,520.5172119140625
2021-05-07,525.4638061523438
2021-05-10,536.66650390625
2021-05-11,529.1980590820312
2021-05-12,525.5123291015625
2021-05-14,519.2077026367188
2021-05-17,507.4229736328125
2021-05-18,536.7636108398438
2021-05-19,515.618896484375
2021-05-20,511.3512268066406
2021-05-21,517.8499145507812
2021-05-24,524.639404296875
2021-05-25,517.3648071289062
2021-05-26,516.200927734375
2021-05-27,512.66064453125
2021-05-28,513.339599609375
2021-05-31,531.9138793945312
2021-06-01,529.3434448242188
2021-06-02,533.8052978515625
2021-06-03,527.9856567382812
2021-06-04,535.3086547851562
2021-06-07,540.69189453125
2021-06-08,557.0352783203125
2021-06-09,565.8132934570312
2021-06-10,571.2449340820312
2021-06-11,569.0626220703125
2021-06-14,572.3602905273438
2021-06-15,576.28857421875
2021-06-16,560.0421142578125
2021-06-17,566.0072021484375
2021-06-18,556.7927856445312
2021-06-21,567.6561279296875
2021-06-22,568.1895141601562
2021-06-23,557.7141723632812
2021-06-24,554.028564453125
2021-06-25,554.028564453125
2021-06-28,548.0148315429688
2021-06-29,540.8858032226562
2021-06-30,535.357177734375
2021-07-01,534.4842529296875
2021-07-02,543.7471313476562
2021-07-05,552.1370849609375
2021-07-06,561.157470703125
2021-07-07,565.0857543945312
2021-07-08,564.5523071289062
2021-07-09,551.4097290039062
2021-07-12,567.2681274414062
2021-07-13,574.106201171875
2021-07-14,565.0857543945312
2021-07-15,563.4854125976562
2021-07-16,564.3582763671875
2021-07-19,564.8271484375
2021-07-20,552.2657470703125
2021-07-22,567.456298828125
2021-07-23,578.1676025390625
2021-07-26,585.7142944335938
2021-07-27,591.1185302734375
2021-07-28,596.279541015625
2021-07-29,654.1205444335938
2021-07-30,728.759033203125
2021-08-02,778.6152954101562
2021-08-03,728.32080078125
2021-08-04,684.9400024414062
2021-08-05,686.2545776367188
2021-08-06,668.4834594726562
2021-08-09,669.5059814453125
2021-08-10,656.2628784179688
2021-08-11,641.60791015625
2021-08-12,659.7197265625
2021-08-13,675.9326782226562
2021-08-16,679.5842895507812
2021-08-17,678.6591796875
2021-08-18,684.9400024414062
2021-08-20,699.4489135742188
2021-08-23,764.3497314453125
2021-08-24,722.624267578125
2021-08-25,712.9354248046875
2021-08-26,713.4710083007812
2021-08-27,745.994384765625
2021-08-30,763.9602661132812
2021-08-31,746.0918579101562
2021-09-01,724.1823120117188
2021-09-02,717.7068481445312
2021-09-03,704.171630859375
2021-09-06,695.11572265625
